GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
54936        1   36549453   36564533     18       5  150064       3.4103   0.00032441
1296         1   36555840   36596305     72      11  150064       3.2111   0.00066117
27095        1   36597170   36626654     50       8  150064       4.6102   2.0113e-06
55700        1   36616751   36651450     49       9  150064       4.7119   1.2272e-06
9967         1   36685017   36775958     97       8  150064     -0.75385      0.77453
79729        1   36766889   36798544     42       9  150064       -1.197      0.88434
55194        1   36782631   36795567     18       5  150064     -0.84954      0.80221
83931        1   36800225   36856525     69       8  150064       0.2391      0.40552
84967        1   36854031   36868493     64       6  150064     -0.15117      0.56008
127700       1   36878507   36921086    161       8  150064      0.47382      0.31782
64960        1   36916362   36935040     66       8  150064      0.43826       0.3306
1441         1   36926644   36953915     75      18  150064      0.11191      0.45545
2899         1   37256128   37504844    483      55  150064      0.64508      0.25944
80149        1   37935119   37954978     42      15  150064       0.3309      0.37036
64769        1   37950561   37985420    113      19  150064      0.67347      0.25032
79753        1   37995050   38024945     69      16  150064       0.5115       0.3045
7802         1   38017520   38037458     58      14  150064   -0.0082986      0.50331
29889        1   38027413   38066586     99      16  150064      0.35893      0.35982
284654       1   38071821   38105595     91      17  150064      0.29575      0.38371
54955        1   38142242   38163007     64       9  150064      0.24732      0.40233
55143        1   38153073   38180391     90      10  150064     -0.09699      0.53863
284656       1   38176646   38235824    237      28  150064       3.1566   0.00079815
149175       1   38254721   38272278     28       8  150064       3.4813   0.00024952
79693        1   38263614   38278865     25       8  150064       3.7892   7.5573e-05
127687       1   38268473   38280126     19       6  150064       3.5634   0.00018306
4520         1   38270239   38330292    104      18  150064       3.4978   0.00023456
3633         1   38321369   38417729    215      25  150064       2.8414    0.0022459
10946        1   38417647   38461019    107      11  150064       1.7734     0.038083
2275         1   38457439   38476199     40      14  150064     -0.72704       0.7664
51118        1   38473384   38495497     38      14  150064     -0.51338      0.69616
5453         1   38504523   38517450     27       5  150064       -0.869      0.80758
64121        1   39298869   39330495     81      17  150064      0.83971      0.20054
26292        1   39323162   39344050     51      12  150064       1.1564      0.12376
81025        1   39334739   39352298     55      10  150064       1.5638     0.058929
54933        1   39345614   39412456    237      33  150064       1.4777     0.069749
79647        1   39451916   39476737     93      10  150064       1.4009     0.080617
4725         1   39486967   39505308     71       8  150064       1.9968     0.022922
23499        1   39544839   39957810    837      34  150064       1.3243     0.092706
643314       1   39870176   39887154     30       8  150064       1.2012      0.11484
353500       1   39952318   40000541    109      19  150064      0.75021      0.22656
8761         1   40021485   40047522     67      13  150064       1.4178     0.078131
26508        1   40084103   40110348     73      22  150064      0.55736      0.28864
84618        1   40119793   40142710     53      13  150064      0.55146      0.29066
51440        1   40139320   40162382    112      18  150064       1.0145      0.15517
10450        1   40199517   40234586     81      12  150064      0.76412       0.2224
656          1   40218903   40259533    154      21  150064     -0.35242      0.63774
64064        1   40230197   40242020      9       4  150064      0.65663      0.25571
101929536    1   40249654   40260843     72       8  150064      -0.5001       0.6915
54802        1   40301703   40354177    140      15  150064      0.79925      0.21207
4610         1   40356096   40372687     36      12  150064       2.3599    0.0091399
84879        1   40415784   40440630     43      12  150064      0.23021      0.40896
10487        1   40500912   40543321    139       8  150064      -1.1835       0.8817
5538         1   40533382   40568142    126      14  150064     -0.50237       0.6923
6018         1   40622041   40711593    106      17  150064     -0.16928      0.56721
127391       1   40708573   40722365     21       8  150064      0.91445      0.18024
10269        1   40718722   40764856     60      13  150064      0.44321      0.32881
1298         1   40761162   40787939     89      16  150064      0.86791      0.19272
64744        1   40834378   40893998    137      25  150064       1.0096      0.15635
65243        1   40910774   40934390    100      21  150064     -0.35354      0.63816
339559       1   40938043   40967015     84      12  150064       1.9593     0.025038
64789        1   40969391   40987228     65      11  150064       1.8044     0.035585
127396       1   40992233   41018841     88      11  150064       1.6768      0.04679
9783         1   41081352   41136324    145      22  150064       1.0987      0.13595
4802         1   41152242   41242275    239      22  150064       2.4384    0.0073754
9132         1   41244684   41311124    215      48  150064       1.1152      0.13237
